ticker,event_date,price_change,spike,news_date,headline,content,sentiment,keywords,entity_count
AAPL,2019-12-25,-4.2,yes,2019-12-24,Apple Launches New Product Line (Simulated Event 72),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 72).",positive,"new product, iPhone, investor confidence",4
AAPL,2019-04-17,6.8,yes,2019-04-16,Apple Faces Legal Troubles in Europe (Simulated Event 73),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 73).,negative,"legal troubles, app store",2
AAPL,2021-05-13,4.7,yes,2021-05-12,Apple Faces Legal Troubles in Europe (Simulated Event 74),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 74).,negative,"legal troubles, app store",2
AAPL,2020-05-30,3.6,yes,2020-05-29,Apple Secures Major Government Contract (Simulated Event 75),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 75).,positive,"government contract, multi-million dollar",3
AAPL,2020-11-09,2.7,no,2020-11-08,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 76),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 76).",negative,"iPhone sales, decline",2
AAPL,2020-05-26,6.9,yes,2020-05-25,Apple Introduces New AI Feature (Simulated Event 77),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 77).,positive,"AI, Siri, new feature",4
AAPL,2019-06-07,4.5,yes,2019-06-06,Apple Faces Legal Troubles in Europe (Simulated Event 78),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 78).,negative,"legal troubles, app store",2
AAPL,2020-10-31,5.9,yes,2020-10-30,Apple Announces Stock Split (Simulated Event 79),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 79).",neutral,"stock split, shares",2
AAPL,2022-05-04,2.0,no,2022-05-03,Apple Faces Legal Troubles in Europe (Simulated Event 80),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 80).,negative,"legal troubles, app store",2
AAPL,2022-09-12,-3.4,yes,2022-09-11,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 81),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 81).",negative,"iPhone sales, decline",2
AAPL,2022-12-16,6.1,yes,2022-12-15,Apple Announces Stock Split (Simulated Event 82),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 82).",neutral,"stock split, shares",2
AAPL,2022-04-14,-2.2,no,2022-04-13,Apple Faces Legal Troubles in Europe (Simulated Event 83),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 83).,negative,"legal troubles, app store",2
AAPL,2021-06-24,-2.1,no,2021-06-23,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 84),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 84).",negative,"iPhone sales, decline",2
AAPL,2019-01-05,-1.4,no,2019-01-04,Apple Secures Major Government Contract (Simulated Event 85),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 85).,positive,"government contract, multi-million dollar",3
AAPL,2020-08-09,2.9,no,2020-08-08,Apple Introduces New AI Feature (Simulated Event 86),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 86).,positive,"AI, Siri, new feature",4
AAPL,2022-03-18,0.5,no,2022-03-17,Apple Launches New Product Line (Simulated Event 87),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 87).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-02-07,-2.0,no,2020-02-06,Apple Introduces New AI Feature (Simulated Event 88),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 88).,positive,"AI, Siri, new feature",4
AAPL,2019-02-27,3.7,yes,2019-02-26,Apple Announces Stock Split (Simulated Event 89),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 89).",neutral,"stock split, shares",2
AAPL,2019-04-05,0.7,no,2019-04-04,Apple Announces Stock Split (Simulated Event 90),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 90).",neutral,"stock split, shares",2
AAPL,2022-04-28,3.1,yes,2022-04-27,Apple Launches New Product Line (Simulated Event 91),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 91).",positive,"new product, iPhone, investor confidence",4
AAPL,2019-03-18,1.7,no,2019-03-17,Apple Faces Legal Troubles in Europe (Simulated Event 92),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 92).,negative,"legal troubles, app store",2
AAPL,2022-05-09,1.0,no,2022-05-08,Apple Announces Stock Split (Simulated Event 93),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 93).",neutral,"stock split, shares",2
AAPL,2021-08-10,5.5,yes,2021-08-09,Apple Launches New Product Line (Simulated Event 94),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 94).",positive,"new product, iPhone, investor confidence",4
AAPL,2019-01-08,-0.3,no,2019-01-07,Apple Secures Major Government Contract (Simulated Event 95),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 95).,positive,"government contract, multi-million dollar",3
AAPL,2019-12-14,1.7,no,2019-12-13,Apple Secures Major Government Contract (Simulated Event 96),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 96).,positive,"government contract, multi-million dollar",3
AAPL,2021-12-17,5.8,yes,2021-12-16,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 97),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 97).",negative,"iPhone sales, decline",2
AAPL,2021-07-13,4.2,yes,2021-07-12,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 98),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 98).",negative,"iPhone sales, decline",2
AAPL,2022-04-28,1.8,no,2022-04-27,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 99),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 99).",negative,"iPhone sales, decline",2
AAPL,2021-04-06,4.5,yes,2021-04-05,Apple Launches New Product Line (Simulated Event 100),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 100).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-10-31,5.4,yes,2020-10-30,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 101),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 101).",negative,"iPhone sales, decline",2
AAPL,2019-07-02,-3.7,yes,2019-07-01,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 102),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 102).",positive,"Q1 Earnings, revenue growth",3
AAPL,2022-01-09,5.7,yes,2022-01-08,Apple Announces Stock Split (Simulated Event 103),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 103).",neutral,"stock split, shares",2
AAPL,2022-09-24,6.8,yes,2022-09-23,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 104),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 104).",positive,"Q1 Earnings, revenue growth",3
AAPL,2022-02-23,-3.9,yes,2022-02-22,Apple Launches New Product Line (Simulated Event 105),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 105).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-09-02,-2.9,no,2020-09-01,Apple Announces Stock Split (Simulated Event 106),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 106).",neutral,"stock split, shares",2
AAPL,2019-05-26,1.2,no,2019-05-25,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 107),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 107).",positive,"Q1 Earnings, revenue growth",3
AAPL,2021-02-26,1.5,no,2021-02-25,Apple Introduces New AI Feature (Simulated Event 108),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 108).,positive,"AI, Siri, new feature",4
AAPL,2021-05-09,-4.5,yes,2021-05-08,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 109),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 109).",positive,"Q1 Earnings, revenue growth",3
AAPL,2021-08-02,4.8,yes,2021-08-01,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 110),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 110).",negative,"iPhone sales, decline",2
AAPL,2021-04-14,-2.5,no,2021-04-13,Apple Faces Legal Troubles in Europe (Simulated Event 111),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 111).,negative,"legal troubles, app store",2
AAPL,2020-06-29,4.3,yes,2020-06-28,Apple Secures Major Government Contract (Simulated Event 112),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 112).,positive,"government contract, multi-million dollar",3
AAPL,2022-03-03,-4.5,yes,2022-03-02,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 113),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 113).",positive,"Q1 Earnings, revenue growth",3
AAPL,2019-01-25,-1.2,no,2019-01-24,Apple Secures Major Government Contract (Simulated Event 114),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 114).,positive,"government contract, multi-million dollar",3
AAPL,2020-08-27,-3.4,yes,2020-08-26,Apple Secures Major Government Contract (Simulated Event 115),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 115).,positive,"government contract, multi-million dollar",3
AAPL,2021-07-28,3.4,yes,2021-07-27,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 116),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 116).",negative,"iPhone sales, decline",2
AAPL,2019-04-16,1.1,no,2019-04-15,Apple Announces Stock Split (Simulated Event 117),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 117).",neutral,"stock split, shares",2
AAPL,2022-02-15,6.5,yes,2022-02-14,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 118),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 118).",positive,"Q1 Earnings, revenue growth",3
AAPL,2019-10-05,5.7,yes,2019-10-04,Apple Secures Major Government Contract (Simulated Event 119),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 119).,positive,"government contract, multi-million dollar",3
AAPL,2021-11-02,-2.7,no,2021-11-01,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 120),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 120).",positive,"Q1 Earnings, revenue growth",3
AAPL,2022-04-16,2.1,no,2022-04-15,Apple Announces Stock Split (Simulated Event 121),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 121).",neutral,"stock split, shares",2
AAPL,2019-09-24,-3.9,yes,2019-09-23,Apple Faces Legal Troubles in Europe (Simulated Event 122),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 122).,negative,"legal troubles, app store",2
AAPL,2020-06-07,3.8,yes,2020-06-06,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 123),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 123).",positive,"Q1 Earnings, revenue growth",3
AAPL,2019-08-17,0.9,no,2019-08-16,Apple Announces Stock Split (Simulated Event 124),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 124).",neutral,"stock split, shares",2
AAPL,2019-05-23,-3.5,yes,2019-05-22,Apple Announces Stock Split (Simulated Event 125),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 125).",neutral,"stock split, shares",2
AAPL,2019-02-13,-0.0,no,2019-02-12,Apple Faces Legal Troubles in Europe (Simulated Event 126),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 126).,negative,"legal troubles, app store",2
AAPL,2020-03-22,-2.1,no,2020-03-21,Apple Announces Stock Split (Simulated Event 127),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 127).",neutral,"stock split, shares",2
AAPL,2019-09-09,2.6,no,2019-09-08,Apple Faces Legal Troubles in Europe (Simulated Event 128),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 128).,negative,"legal troubles, app store",2
AAPL,2021-10-15,3.2,yes,2021-10-14,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 129),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 129).",positive,"Q1 Earnings, revenue growth",3
AAPL,2019-02-07,3.3,yes,2019-02-06,Apple Introduces New AI Feature (Simulated Event 130),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 130).,positive,"AI, Siri, new feature",4
AAPL,2021-09-20,5.3,yes,2021-09-19,Apple Faces Legal Troubles in Europe (Simulated Event 131),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 131).,negative,"legal troubles, app store",2
AAPL,2020-05-06,-1.5,no,2020-05-05,Apple Launches New Product Line (Simulated Event 132),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 132).",positive,"new product, iPhone, investor confidence",4
AAPL,2022-06-14,-0.1,no,2022-06-13,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 133),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 133).",negative,"iPhone sales, decline",2
AAPL,2022-06-16,-2.7,no,2022-06-15,Apple Introduces New AI Feature (Simulated Event 134),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 134).,positive,"AI, Siri, new feature",4
AAPL,2022-06-06,-1.6,no,2022-06-05,Apple Launches New Product Line (Simulated Event 135),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 135).",positive,"new product, iPhone, investor confidence",4
AAPL,2022-12-26,-4.0,yes,2022-12-25,Apple Secures Major Government Contract (Simulated Event 136),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 136).,positive,"government contract, multi-million dollar",3
AAPL,2022-05-24,-1.7,no,2022-05-23,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 137),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 137).",positive,"Q1 Earnings, revenue growth",3
AAPL,2020-10-20,1.8,no,2020-10-19,Apple Secures Major Government Contract (Simulated Event 138),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 138).,positive,"government contract, multi-million dollar",3
AAPL,2020-08-29,4.4,yes,2020-08-28,Apple Announces Stock Split (Simulated Event 139),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 139).",neutral,"stock split, shares",2
AAPL,2020-04-16,-1.2,no,2020-04-15,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 140),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 140).",negative,"iPhone sales, decline",2
AAPL,2020-04-08,3.6,yes,2020-04-07,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 141),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 141).",negative,"iPhone sales, decline",2
AAPL,2021-12-15,3.4,yes,2021-12-14,Apple Announces Stock Split (Simulated Event 142),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 142).",neutral,"stock split, shares",2
AAPL,2020-02-23,3.5,yes,2020-02-22,Apple Secures Major Government Contract (Simulated Event 143),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 143).,positive,"government contract, multi-million dollar",3
AAPL,2021-01-25,-0.9,no,2021-01-24,Apple Introduces New AI Feature (Simulated Event 144),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 144).,positive,"AI, Siri, new feature",4
AAPL,2022-01-30,-1.5,no,2022-01-29,Apple Launches New Product Line (Simulated Event 145),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 145).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-05-25,-2.4,no,2020-05-24,Apple Introduces New AI Feature (Simulated Event 146),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 146).,positive,"AI, Siri, new feature",4
AAPL,2020-10-31,-3.4,yes,2020-10-30,Apple Launches New Product Line (Simulated Event 147),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 147).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-03-07,1.4,no,2020-03-06,Apple Introduces New AI Feature (Simulated Event 148),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 148).,positive,"AI, Siri, new feature",4
AAPL,2020-04-01,4.7,yes,2020-03-31,Apple Faces Legal Troubles in Europe (Simulated Event 149),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 149).,negative,"legal troubles, app store",2
AAPL,2019-07-22,0.5,no,2019-07-21,Apple Introduces New AI Feature (Simulated Event 150),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 150).,positive,"AI, Siri, new feature",4
AAPL,2019-05-24,1.1,no,2019-05-23,Apple Faces Legal Troubles in Europe (Simulated Event 151),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 151).,negative,"legal troubles, app store",2
AAPL,2019-06-08,-2.7,no,2019-06-07,Apple Secures Major Government Contract (Simulated Event 152),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 152).,positive,"government contract, multi-million dollar",3
AAPL,2019-03-21,-4.3,yes,2019-03-20,Apple Secures Major Government Contract (Simulated Event 153),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 153).,positive,"government contract, multi-million dollar",3
AAPL,2021-12-23,-0.3,no,2021-12-22,Apple Launches New Product Line (Simulated Event 154),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 154).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-03-31,1.8,no,2020-03-30,Apple Secures Major Government Contract (Simulated Event 155),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 155).,positive,"government contract, multi-million dollar",3
AAPL,2020-02-22,-0.4,no,2020-02-21,Apple Introduces New AI Feature (Simulated Event 156),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 156).,positive,"AI, Siri, new feature",4
AAPL,2022-08-02,6.9,yes,2022-08-01,Apple Secures Major Government Contract (Simulated Event 157),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 157).,positive,"government contract, multi-million dollar",3
AAPL,2021-05-07,6.1,yes,2021-05-06,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 158),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 158).",negative,"iPhone sales, decline",2
AAPL,2020-03-09,4.6,yes,2020-03-08,Apple Faces Legal Troubles in Europe (Simulated Event 159),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 159).,negative,"legal troubles, app store",2
AAPL,2019-01-06,6.8,yes,2019-01-05,Apple Launches New Product Line (Simulated Event 160),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 160).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-03-29,-3.2,yes,2020-03-28,Apple Launches New Product Line (Simulated Event 161),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 161).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-02-06,-2.7,no,2020-02-05,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 162),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 162).",positive,"Q1 Earnings, revenue growth",3
AAPL,2021-09-04,-0.8,no,2021-09-03,Apple Secures Major Government Contract (Simulated Event 163),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 163).,positive,"government contract, multi-million dollar",3
AAPL,2019-02-12,-1.6,no,2019-02-11,Apple Launches New Product Line (Simulated Event 164),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 164).",positive,"new product, iPhone, investor confidence",4
AAPL,2021-10-16,0.9,no,2021-10-15,Apple Announces Stock Split (Simulated Event 165),"Apple announces a 4-for-1 stock split, making shares more affordable. This is a simulated event for data generation purposes (Event 165).",neutral,"stock split, shares",2
AAPL,2022-08-18,0.8,no,2022-08-17,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 166),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 166).",negative,"iPhone sales, decline",2
AAPL,2019-01-26,-1.9,no,2019-01-25,Apple Introduces New AI Feature (Simulated Event 167),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 167).,positive,"AI, Siri, new feature",4
AAPL,2021-11-16,1.1,no,2021-11-15,Apple Introduces New AI Feature (Simulated Event 168),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 168).,positive,"AI, Siri, new feature",4
AAPL,2019-12-19,0.0,no,2019-12-18,Apple Launches New Product Line (Simulated Event 169),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 169).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-08-19,6.8,yes,2020-08-18,Apple Faces Legal Troubles in Europe (Simulated Event 170),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 170).,negative,"legal troubles, app store",2
AAPL,2019-09-10,-3.8,yes,2019-09-09,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 171),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 171).",positive,"Q1 Earnings, revenue growth",3
AAPL,2019-04-04,1.5,no,2019-04-03,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 172),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 172).",positive,"Q1 Earnings, revenue growth",3
AAPL,2020-04-13,-4.6,yes,2020-04-12,Apple Faces Legal Troubles in Europe (Simulated Event 173),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 173).,negative,"legal troubles, app store",2
AAPL,2019-03-14,6.6,yes,2019-03-13,Apple Secures Major Government Contract (Simulated Event 174),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 174).,positive,"government contract, multi-million dollar",3
AAPL,2020-03-26,4.3,yes,2020-03-25,Apple Introduces New AI Feature (Simulated Event 175),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 175).,positive,"AI, Siri, new feature",4
AAPL,2020-04-26,2.9,no,2020-04-25,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 176),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 176).",positive,"Q1 Earnings, revenue growth",3
AAPL,2021-07-01,4.7,yes,2021-06-30,Apple Introduces New AI Feature (Simulated Event 177),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 177).,positive,"AI, Siri, new feature",4
AAPL,2020-04-02,2.3,no,2020-04-01,Apple Introduces New AI Feature (Simulated Event 178),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 178).,positive,"AI, Siri, new feature",4
AAPL,2022-10-12,2.3,no,2022-10-11,Apple Faces Legal Troubles in Europe (Simulated Event 179),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 179).,negative,"legal troubles, app store",2
AAPL,2021-05-11,-4.2,yes,2021-05-10,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 180),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 180).",positive,"Q1 Earnings, revenue growth",3
AAPL,2020-10-25,4.4,yes,2020-10-24,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 181),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 181).",negative,"iPhone sales, decline",2
AAPL,2020-12-05,-2.1,no,2020-12-04,Apple Launches New Product Line (Simulated Event 182),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 182).",positive,"new product, iPhone, investor confidence",4
AAPL,2019-05-01,4.7,yes,2019-04-30,Apple Faces Legal Troubles in Europe (Simulated Event 183),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 183).,negative,"legal troubles, app store",2
AAPL,2022-10-23,5.4,yes,2022-10-22,Apple Stock Drops Amid iPhone Sales Concerns (Simulated Event 184),"iPhone sales in China are expected to decline, leading to a drop in Apple's stock price. This is a simulated event for data generation purposes (Event 184).",negative,"iPhone sales, decline",2
AAPL,2020-10-01,6.2,yes,2020-09-30,Apple Faces Legal Troubles in Europe (Simulated Event 185),Apple is facing new legal challenges in Europe over its app store policies. This is a simulated event for data generation purposes (Event 185).,negative,"legal troubles, app store",2
AAPL,2022-01-23,0.0,no,2022-01-22,Apple Introduces New AI Feature (Simulated Event 186),Apple's new AI-driven features for Siri have increased excitement in the tech community. This is a simulated event for data generation purposes (Event 186).,positive,"AI, Siri, new feature",4
AAPL,2019-11-16,6.9,yes,2019-11-15,Apple Launches New Product Line (Simulated Event 187),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 187).",positive,"new product, iPhone, investor confidence",4
AAPL,2021-12-26,2.3,no,2021-12-25,Apple Launches New Product Line (Simulated Event 188),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 188).",positive,"new product, iPhone, investor confidence",4
AAPL,2022-07-19,5.7,yes,2022-07-18,Apple Launches New Product Line (Simulated Event 189),"Apple launches a new series of iPhones, boosting investor confidence. This is a simulated event for data generation purposes (Event 189).",positive,"new product, iPhone, investor confidence",4
AAPL,2020-05-27,1.5,no,2020-05-26,Apple to Announce Q1 Earnings Tomorrow (Simulated Event 190),"Apple Inc. is set to announce its Q1 earnings report, expecting strong revenue growth. This is a simulated event for data generation purposes (Event 190).",positive,"Q1 Earnings, revenue growth",3
AAPL,2020-03-17,6.0,yes,2020-03-16,Apple Secures Major Government Contract (Simulated Event 191),Apple has won a multi-million dollar contract with the US government. This is a simulated event for data generation purposes (Event 191).,positive,"government contract, multi-million dollar",3
